type,map,status,progress_1,progress_2,heroes,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,hero_11,hero_12,health_1,health_2,health_3,health_4,health_5,health_6,health_7,health_8,health_9,health_10,health_11,health_12,ult_1,ult_2,ult_3,ult_4,ult_5,ult_6,ult_7,ult_8,ult_9,ult_10,ult_11,ult_12,ult_use_1,ult_use_2,ult_use_3,ult_use_4,ult_use_5,ult_use_6,ult_use_7,ult_use_8,ult_use_9,ult_use_10,ult_use_11,ult_use_12,elim_1,elim_2,elim_3,elim_4,elim_5,elim_6,elim_7,elim_8,elim_9,elim_10,elim_11,elim_12
,b,2,44,47,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,0,1,1,1,1,0,1,1,1,100,68,100,67,100,100,88,39,93,60,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,48,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,0,1,1,1,1,1,1,1,2,100,69,100,67,100,100,89,40,93,60,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,49,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,1,1,1,1,1,1,1,1,2,100,74,100,68,100,100,92,40,94,63,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,50,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,1,1,1,1,1,1,1,1,2,100,85,100,68,100,100,93,43,94,70,0,,,,,,,,,,,,1,,,,,,,,,,,,
,b,2,44,50,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,1,1,1,1,1,1,1,1,2,100,90,100,68,100,100,98,43,94,72,3,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,51,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,0,1,1,1,1,1,1,1,1,3,0,91,100,68,100,100,100,44,95,72,8,,1,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,52,,5,30,15,12,11,19,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,3,6,93,100,68,100,100,100,44,95,73,8,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,53,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,10,95,100,68,10,0,100,44,95,73,8,,,,,,1,1,,,,,,,,,,,,,,,,,
,b,2,44,54,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,11,97,100,69,10,0,100,48,95,74,9,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,55,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,11,98,100,69,15,5,100,53,96,77,9,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,55,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,0,12,100,100,69,20,7,100,54,96,77,11,,,,,,,,,,,,,,12,,,,,,,,,,
,b,2,44,56,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,0,12,100,100,69,21,8,100,54,96,77,11,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,57,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,1,12,100,100,69,21,8,100,55,97,77,11,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,58,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,1,12,100,100,69,21,11,100,55,97,79,12,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,59,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,1,13,100,100,70,22,19,100,55,97,81,12,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,60,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,2,13,100,100,70,22,20,100,57,98,86,12,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,60,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,2,13,100,100,70,28,21,100,58,98,87,14,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,61,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,4,13,100,100,70,29,22,1,58,98,87,14,,,,,,,,1,,,,,,,,,,,,,,,,
,b,2,44,62,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,10,14,100,100,70,29,23,3,59,99,87,17,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,63,,17,30,15,12,11,19,1,15,29,13,0,30,1,0,1,1,1,1,1,1,1,1,1,1,10,14,0,100,70,29,29,4,59,99,87,19,,,1,,,,,,,,,,,,,,,,,,,,,
,b,2,44,64,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,11,14,0,100,71,35,29,6,61,100,88,20,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,65,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,11,14,0,100,73,35,30,6,64,100,92,20,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,65,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,11,15,1,100,74,35,30,7,67,100,95,20,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,66,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,11,15,4,100,77,36,34,9,74,100,99,24,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,67,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,11,15,5,100,77,36,34,10,74,100,99,24,,,,,,,,,,,,,,,,,,12,,,,,,
,b,2,44,68,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,12,15,5,100,78,36,34,11,75,100,99,25,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,69,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,14,16,5,100,79,37,41,12,75,100,100,25,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,70,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,20,16,5,100,83,37,41,13,75,100,100,27,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,70,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,20,16,5,100,87,37,41,14,76,100,100,27,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,71,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,21,16,6,100,88,37,41,16,76,100,100,28,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,72,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,21,16,6,100,89,38,41,17,77,100,100,29,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,73,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,21,17,6,100,90,38,42,17,77,100,100,29,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,74,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,27,17,6,100,93,38,42,17,77,100,100,29,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,75,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,27,17,7,100,93,39,42,18,78,100,100,29,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,75,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,27,17,7,100,93,39,42,18,78,100,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,76,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,27,21,9,100,94,39,43,18,78,100,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,77,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,31,21,10,100,95,40,43,18,79,100,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,78,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,35,21,10,100,95,40,43,19,79,100,100,36,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,79,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,36,22,11,100,97,40,45,21,79,100,100,37,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,80,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,36,24,11,100,100,41,45,23,81,100,100,47,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,80,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,36,25,14,100,100,41,45,26,82,100,100,47,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,81,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,39,25,15,100,100,41,45,31,82,100,100,47,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,82,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,40,26,16,100,100,42,46,33,82,100,100,48,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,83,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,40,26,17,100,100,42,46,33,83,100,100,48,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,84,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,40,29,17,100,100,42,46,34,83,100,100,48,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,85,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,40,33,18,100,100,43,46,35,84,100,100,48,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,85,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,44,33,19,100,100,43,51,39,87,100,100,53,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,86,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,44,34,19,100,100,48,53,41,100,100,100,67,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,87,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,44,34,19,100,100,49,58,44,100,100,100,74,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,88,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,44,38,21,100,100,49,62,46,100,100,100,74,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,89,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,45,42,22,100,100,49,64,47,100,100,100,76,,,,,,,,,,,,,,,,,,10,,,,,,
,b,2,44,90,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,1,1,1,45,42,23,100,100,50,65,47,100,100,100,77,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,90,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,0,1,1,47,46,24,100,100,50,65,47,5,0,100,78,,,,,,,,,1,1,,,,,,,,,,,,1,,
,b,2,44,91,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,0,1,1,48,46,27,100,0,50,65,47,7,0,100,84,,,,,1,,,,,,,,,,,,,,,,,,,
,b,2,44,92,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1,1,0,1,1,52,46,28,100,2,50,69,47,8,0,0,88,,,,,,,,,,,1,,,,,,,,,,,,,
,b,2,44,93,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,1,1,0,1,1.0,1,0,1,1,52,47,29,100,3,51,69,48,8,0,3,92,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,94,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,0,1,1.0,1,0,1,1,56,50,29,0,6,51,69,48,10,1,7,93,,,,1,,,,,,,,,,,,9,,,,,,,,
,b,2,44,95,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,0,1,1,1,0,1,1,56,50,29,0,6,51,70,50,10,1,7,93,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,95,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,0,1,1,1,0,0,1,56,50,29,0,6,52,74,50,10,1,7,93,,,,,,,,,,,,,,,,,,,,,,,5,
,b,2,44,96,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,0,1,1,1,0,0,1,57,51,30,0,7,52,77,50,17,2,7,93,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,97,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,0,0,1,57,51,30,1,9,52,79,52,17,2,8,94,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,98,,17,30,15,12,11,19,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,0,0,1,57,51,31,1,11,53,80,52,20,2,8,94,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,12,11,29,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,0,1,57,53,34,1,14,0,81,52,25,3,8,94,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,12,11,29,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,0,1,57,55,37,2,15,0,82,55,28,3,8,94,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,12,11,29,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,0,1,60,56,37,2,16,0,83,58,30,3,9,96,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,12,11,29,1,15,29,13,0,30,1,1,1,0,1,1,1,1,1,1,0,1,66,56,38,2,18,0,88,62,31,4,9,98,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,12,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,0,1,67,56,41,2,19,1,88,64,34,4,9,98,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,0,1,67,56,41,0,20,1,88,66,34,4,9,98,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,1,72,57,43,0,20,1,90,67,35,4,10,98,,,,,,,,,,,,,7,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,0,72,57,43,0,21,2,90,68,36,5,10,99,,,,,,,,,,,,,,,,,,,,,,,,1
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,0,73,57,44,1,21,6,93,69,38,5,10,99,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,0,73,57,45,1,23,6,94,72,39,5,10,99,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,0,73,58,45,1,25,8,94,73,40,6,10,99,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,0,74,58,46,2,26,11,98,75,46,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,0,74,58,47,2,27,11,99,76,50,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,0,74,58,49,3,29,11,100,78,50,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,1,1,1,1,1,1,0,74,59,49,3,32,12,100,79,53,16,11,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,0,1,1,1,1,1,0,74,62,52,3,34,12,100,81,55,17,12,100,,,,,,,,,,,,,,,,,,7,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,0,1,1,1,1,1,0,75,64,56,6,36,12,100,84,55,17,12,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,0,1,0,1,1,1,0,75,66,59,10,37,12,100,86,55,17,12,100,,,,,,,,,,,,,,,,,,,,4,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,0,1,1,1,1,0,1,0,1,1,1,0,75,67,61,12,39,13,100,87,59,19,12,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,0,1,1,0,1,0,1,1,1,1,75,67,62,20,41,13,100,87,62,19,13,100,,,,,,,,,,,,,,,7,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,0,1,1,0,1,0,1,1,1,1,76,67,63,20,44,13,100,87,66,21,13,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,0,1,1,0,1,0,1,1,1,1,76,72,63,21,46,14,100,87,73,25,13,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,0,1,1,0,1,0,1,1,1,1,76,72,63,21,47,14,100,87,73,28,13,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,0,1,1,0,1,0,1,1,1,1,77,72,63,21,49,14,0,88,73,31,14,100,,,,,,,1,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,0,1,0,0,0,0,1,1,1,1,77,73,63,32,49,15,0,88,82,33,14,100,,,,,,,,,,,,,,,,,9,,4,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,0,1,0,0,0,0,1,1,1,1,77,73,64,32,50,15,0,88,89,35,16,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,0,0,1,0,0,0,0,1,1,1,1,77,73,64,34,50,15,0,88,89,35,20,100,,,,,,,,,,,,,,7,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,0,0,1,0,0,0,0,1,1,1,1,77,73,64,35,50,16,1,89,90,36,20,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,0,0,0,0,1,0,0,1,1,1,1,77,74,64,35,50,16,1,89,90,36,23,100,,,,,,,,,,,,,,,,7,,,,,,,,
,b,2,44,99,,17,30,15,26,11,29,1,15,29,13,0,30,1,0,0,0,0,1,0,0,1,1,1,1,78,74,64,36,50,16,1,89,90,36,24,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,0,44,100,,17,30,15,26,11,29,1,15,29,13,0,30,1,0,0,0,0,1,0,1,1,1,1,1,80,74,65,36,50,17,1,89,91,37,24,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,0,44,100,,17,30,15,26,11,29,1,15,29,13,0,30,1,0,0,0,0,1,0,1,1,1,1,1,83,74,65,36,51,17,1,89,91,37,24,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,0,44,100,,17,30,15,26,11,29,1,15,29,13,0,30,1,0,0,0,0,1,0,1,1,1,1,1,83,74,65,36,51,17,1,89,91,37,24,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,0,44,100,,17,30,15,26,-1,29,1,15,29,13,0,30,1,0,0,0,0,1,0,1,1,1,1,1,83,74,65,36,51,17,2,89,91,37,24,100,,,,,,,,,,,,,,,,,,,,,,,,
,b,0,44,100,,17,30,15,26,-1,29,1,15,29,13,0,30,1,0,1,0,0,1,0,1,1,1,1,1,83,75,65,36,51,17,2,90,91,37,24,0,,,,,,,,,,,,1,,,,,,,,,,,,
,b,0,44,100,,17,30,15,26,-1,29,1,15,29,13,0,30,0,0,1,0,0,1,0,1,1,1,1,1,83,75,65,37,51,17,2,90,91,37,24,0,,,,,,,,,,,,,7,,,,,,,,,,,
,b,0,44,100,,17,30,15,26,-1,29,1,15,29,13,0,30,0,0,1,0,0,1,0,1,1,1,1,1,83,75,65,37,51,17,2,90,92,37,24,100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1.0,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1.0,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,15,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,26,11,29,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,26,11,21,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,26,11,21,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,26,11,21,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,26,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,26,11,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,26,14,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,10,14,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,10,14,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,a,-1,-1,-1,,17,30,0,10,14,19,1,15,29,13,0,30,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
